	driver_id	comment
7320	7e96593fa444113227f342de5919a5c9	очень внимательный водитель!
7321	2b93668daf2ad7e740fe38a94859612a	отлично 
7322	5da65385728f9cb891e509a3d5833c0b	Здравствуйте! Водитель привёз не по указанному адресу, пришлось ещё 5 минут идти пешком. Нахамил. На таком классе такие водители не должны ездить. Тариф повышенный, а качество обслуживания делает лучшего! 
7323	b0943322586eb88a7c2941ea21038539	Вместо 5 мин подача составила 20
7324	e45dcf10ab8ed3b4c559cbf2aaebecc0	Грязно
7325	5865e5d570fc57afb084454f3697f304	Водитель врезался в соседний автомобиль. Был без маски и ел пирожные за рулём. Даже не извинился за такую ситуацию 
7326	dd4494c5533bf24b14ae172ad293dd73	спас нас с мамой из сугроба.
7327	d9dedd729b4ca3b98e7de25ef73770c2	Профи
7328	e91397bb8b5ceb32f932e83ba936dc4f	водила ******** а я гандон синий
7329	10d7f8977c18804c2d26a6fae247470d	водитель просто асс. при таких погодных условиях вел машину просто мастерски. большое ему спасибо.
7330	9765fab37849466fe0ff968334ff9255	Классный водитель!
7331	bee3c13996f67e4bace35e3d0d953c75	Водитель не доехал до точки посадки. Стояла,  ждала на автобусной остановке. Пришлось выходить на проезжую часть, чтобы найти и  добежать до водителя.
7332	83437dab71641dfa82a51f6e0bcaa8a3	"водитель забирал меня из роддома (плановый осмотр) начал расспрашивать, почему меня муж не забирает, говорить что ехать далеко, погода плохая и вообще""смотри не роди у меня тут"". когда привез домой, пожаловался ,как он устал так долго ехать! Это что еще такое? я такси заказываю, не для того,чтобы это слушать, тем более в классе Комфорт плюс(за 2300). Водители Яндекс никогда "
7333	fbbe9e5086a72e23fa4cea3eff4e0714	Таксист отказался везти до точки. Бросил на дороге за 800 метров 
7334	25ba7ffff3825e1fb43221353c137034	"водитель высадил из машины не доезжая до адреса назначения со словами ""дальше сами пожалуйста"" !!!! классное завершение поездки по тройному тарифу !!!!"
7335	38fa92fde8369da258c46165dc55854f	супер
7336	dd4494c5533bf24b14ae172ad293dd73	Замечательный водитель. 
7337	f4af0aa8ae55950fda0962c96acdb6be	Супер водитель! Поездка отличная! Всегда бы он приезжал! Спасибо! Хороших клиентов и дороги!)
7338	c66a77b3db801344cccea7017e921e03	Вадитель хамил 
7339	bbe5f3e0e82c82d879a50b2d3fefbc7f	дорого.
7340	63e149192c92becc723604f3c6880782	хороший  водитель был бы таких много 
7341	628b5fce9e0becaeab2f44ab0b6c8cf2	Добрый вечер! Водитель, который забирал нас с патриаршких позвонил мне и сказал:Девушка, где вы? Я отвечаю и он такой 
7342	04cb315bd50c4776334cd2ba433e5277	Водитель не подъехал на остановку, остановился далеко от меня. После звонка он по газам и чуть не сбил нас с ног. Когда садились в машину я на заднее сидение с рюкзаком и сумкой а знакомая моя на переднее , водитель отказал, не стал убирать детское сидение с переднего кресла. Когда я спросила почему он нервничает , то водитель остановился и сказал выйти из машины и вызвать д
7343	e240ab579df15c01143f56a59ef12b4e	Отличный, и культурный водитель такое сейчас редко в Москве в такси!!!!!
7344	558b475aa0eacd38778f091a346c39d2	Замечательный водитель. Обьезжал все пробки, не надоедал разговорами. Очень хорошо знает Москву. Подъехал ровно в назначенное время. Остались очень довольны поездкой. 
7345	44d20a0cd59cb83b362c9d2b40459ddd	не доехал до дома, остановился не понятно где на дублере
7346	657ebcb76866e75c30c844d5fee118e8	Очень хороший и приятный водитель, можно поговорить на разные темы, и очень хорошо водит машину, поездка была просто идеальной.
7347	b197742026c9560c5f5637c20147bdd5	Отличная поездка!
7348	c15c4d919112f2125b2d4e1d3a8f32b0	Водитель по приезду на первый адрес уехал в совершенно другую сторону, из-за того, что застрял перед ним автомобиль. Хотя он мог объехать с другой стороны. Человеку , который передавал доставку водителю, пришлось его искать, при любом звонке водитель хамил и орал в трубку
7349	dfedeea79a0cc9dd3e05874df18200da	если оставил у Вас шапку и перчатки напишите в вотсап по тел +7(909)6792746
7350	525a894102d6635a974a3f83f715cba3	Водитель отказался подъехать к подъезду дома, заставил пенсионерку с травмой ноги и тяжёлым чемоданом идти 50 метров по сугробам
7351	10d7f8977c18804c2d26a6fae247470d	Отвратительное отношение !! 
7352	3e25cfdb43ddeebe1e33c6c5ac6885f9	Супер профессионал 
7353	b585f5c056d4a1e6fea13bab2c3c214b	Отличная поездка
7354	08d5106d26e506b02e7f41adecf25867	Пока ждал такси (поехало не Туда) - промёрз до костей
7355	8a0e9a09c14f7b3e68f1d1884db68e38	Советую
7356	cb4739eca2ac7e79d9e65209b941ace9	Супер водитель
7357	b109c09f81f8cb80706789457e9052ca	Лучшая поездка, прекрасный в общении человек 
7358	307053631ab3ddf1f8fc0d2367661812	1.добрый вечер почему ваши Водительи грубить пассажиру то что мы были четыре человека а он отказался поездку.
7359	79ac65a84356f8bab5995f56884b51ff	Я никуда не ехала!! Водитель не приехал и забрал кого попало, а деньги списали у меня!! Я стою на холоде уже сорок минут и жду его!!!!
7360	b15d5204248c1b3cef2cb2cb0bd41abe	Лучший в моем городе. Приятная поездка, приехал во время, поддерживал диалог.
7361	2b5482a819b9cdeb584d2eda66c0408c	водитель не довёз до точки назначения, объяснив тем,что дальше его машина не проедет из-за погодных условий (на дороге снег), заплатить меньше за поездку не предложил, поездка была оплачена полностью
7362	73164e38e1738c2c701da75f5139d5c5	побольше таких, акуратных водителей
7363	19fdbc41a0c77a3b7d79665c6ac416b5	Вежливый водитель, спасибо!!! 
7364	e58ccf713c4195aea22a188552216ede	Был выбран странный  машрут и водитель подъехал не к 57, а к 60-му столбу в Шереметьево. 
7365	7bbf7f0be85e036b8b838ac34ae10341	Спасибо 
7366	d19911199e1a36b0efcfff74d2e48041	Все отлично
7367	93689333c61e2b1e27a22bb7050bd373	опыт.
7368	4ce560e56bb2a2c1eec03189ec4d3451	Водитель изначально приехала не к точке указаной на маршруте, позвонила и сказала чтоб я шёл до машины, а то ей не удобно подъезжать. Поругавшись подъехала. Высказала приткнём что надо было идти к ней. По дороге развернулась в неположенном месте, пропустила поворот о чем опять высказала притенить в мой адрес и почему это я не слежу за дорогой и не мог ей подсказать. На перед
7369	7f2445ec79c6f60274473c0612ff703f	водитель супервежлив. у меня сел аккумулятор и он помог мне завести машину.
7370	f378151941dc65c5a557b221544af7ef	Отличный водитель
7371	765319a0d28a7063378898ec380db229	У водителя очень агрессивная манера вождения 
7372	f00761428b6ebca2773492399483d848	просто приятно было нэать
7373	fdb0f920f4c0e052725b36de59025844	Идеальный водитель
7374	9fb92ecb74d3e15947d055aacc94c9f2	Водитель приехал не к тому дому, и включил платное ожидание. Я как итог, когда подъехал к нужному время платного ожидания уже началось. Когда водителю сказали , что указывали комментарий, куда подъехать, он сказал, что ничего у него нет 
7375	9b025e4579e2010400399219e75299ff	Водитель очень плохо говорил по русски,а в конце поездки откровенно мне хамил в довольно грубой форме!!! Когда я сел в машину он минут пять искал свой телефон-на вопрос когда мы поедем-отвечал грубо!Такое поведение и отношение не приемлемо!!!!!
7376	74b73ab012860e693a47099ba79b2eb2	быстро подана по адресу и быстро доехали, несмотря на плохую погоду
7377	b19958ba16dcb1852697585949e4c24e	поинтересовался где лучше забрать меня. спасибо за внимательность к клиенту
7378	b20b28f03b774377a028ae6dd6544666	четкий водитель
7379	29394acd8a5b538c63bf7c0f25cef312	Не подъехал к дому из-за снега, хотя все жильцы дома там без проблем проезжают, пришлось идти пешком до конечной точки
7380	619925968fe993561c8d7804e3ac80a2	спасибо за работу!)
7381	f87a7a305a48b1be06e46c8937dab85d	просто хороший человек
7382	0a9aafacf2231ba680487c1d885eed26	Сумма больше, чем изначально было заявлено!!!
7383	cce05cc698c03e5081ae8c9390d3fe64	Хороший таксист приятно было общаться 
7384	0cc71d517ae120ed22d6d17fd881cb54	Невключение поворотников
7385	9c0a25d3240cff489ad90873a45c6145	Я подам в суд
7386	b07636d25d1e468865105cd4cd65a7ce	Водитель лучший??
7387	99b2a1737f1f13aaf8cd46b44a67deff	Краткость 
7388	3baef5272501486c1e7bd86b29e389ff	не довез до конечной точки
7389	9611d2682d14b6f3709e5a0d174a2e21	Хорошо все было
7390	bc5b1f74f3231f4cef6fb7e451ef99f9	Хамло непрофессиональное
7391	fdb0f920f4c0e052725b36de59025844	Этому «водителю» как минимум следует пройти курсы по навигации. Два раза проехал съезд. Показывать поворотники, видимо не входит в его обязанности, да и в целом, вождение, это не его профиль. Не смог заехать во двор по навигатору, до пункта назначения оставалось порядка 1 км, на что этот не особо умный человек предложил дойти пешком. Как таких «водителей» вообще допускают до
7392	ff75b6d56d6f9d8831c42379256838cb	Спасибо большое, по больше бы таких водителей ?
7393	476d369a556564b1df710bcfea33ba01	Накурено , грязно, модель не соответсвует классу, раньше принял поездку и не приехал в указанную точку . Так же Машина обклеина яндекс 
7394	c13fab2c07237f3ccac612e678235589	не очень 
7395	11636ccec55579efe2d158d4d2edfc3d	начал ожидание минуты на 2-3 раньше до того как подъехал. 
7396	d743d5270a8b81222b747fadbb5f7287	Водитель постоянно всем сигналил и моргал, слишком лихачил 
7397	347c0a700ad821b47cbdacc5420d0408	Этот водитель поднял настроение, не жалею, что выбираю Ситимобил. Спасибо ему и Вам! 
7398	3612603eb720bd6aa8e5b6bcf0383e02	отличная поездка, аккуратный водитель. спасибо.
7399	91d8971dd6008267dfa9646149de7638	круто 
7400	21885ba25e29fa4989ca3137709ba492	Спасибо что вернул мой паспорт )) бесплатно )₽ хотя намекал на деньги 
7401	19ffbbfdcf0fd057fe22d0acb91f6dca	Проблемы с навигатором(
7402	98f0c3d7286e69b483f346dc68ad7d4d	Мнение водителя по вождению доугих участников движения, Собянина, Лужкова и Жириновского мне не интересно!
7403	c4c73c661d2428448552c24254808233	хамло
7404	3ac2ee23c46a629eb62d74db65ac64eb	Водитель указал что на месте еще не доехав, потом остановился в 300м от точки. Подъехать ничего не мешало. В результате еще списали деньги за платное ожидание.
7405	3b587a9e28d7ad8731151ed66e7ff5d8	Машину ждал более 20 минут прошу разобраться,не отвечал на смс водитель
7406	9c0d148db90650936722d58cc5759d8e	Лучший водитель которого я встречал 
7407	c66e42d6bb0ad6057621889d9c2c6087	Очень приятный водитель
7408	3c33b30647c6346df929a29e36234d63	ЛУЧШИЙ таксист, всем советую. что надо- как надо делает!!! Все претензии в сторону, он профессор своего дела, вам такое и не снилось! 5с + рекомендую!! 
7409	13910171a15d0f985f7315ae849606a3	Отличная поездка
7410	ceef756c939ce9d1ca1cbf138b130657	Водитель уехал без меня!!!
7411	44d20a0cd59cb83b362c9d2b40459ddd	Очень внимательный Водитель,супер аккуратное вождение-в такие сложные погодные условия..Спасибо за поездку 
7412	c34d39432e54e20abdaa0f64008fd350	не смотря на комментарий подъехать в конкретное место, водитель стоял с обратной стороны Ленинградки. потом ехал уже запустив платное время ожидания
7413	c2abbeb2c8e1bd3d9b85255393ad03ca	Было немного страшно
7414	3b587a9e28d7ad8731151ed66e7ff5d8	Прошу связать со мной службу поддержки.  
7415	7c1b95b7d9502f31870687cf92b17f28	Водитель забыл снять с платного ожидания. Я села в машину когда было 64 ₽, а в итоге 152₽ накапало потому что во время не убрали с ожидания
7416	cb674e9d40009fc8749ed8e22c9a0366	Почему не проходит оплата по карте? Очень не удобно оплачивать за нал
7417	3d46d9ef176a42ca24a941ee2784e139	Красавчик 
7418	c80ead6465a2d922eb3d2a912c880a32	Спасибо огромное, за комфортное и безопасное  вождение! 
7419	7bc60aa543f8f2d2ecf29350edea989e	Я заказала такси в приложении, но не получилось связаться с водителем, несколько раз набирала. После этого у меня выключился телефон. Я решила поймать машину просто так, на дороге, остановился водитель и мы договорились, что он довезет меня за 1000 руб. Но через 5 минут он сказал, что принял мой заказ в приложении и поездка будет стоить 1344! Как так могло получиться? 
7420	b69f00a900e99110173e61a0e148208a	Понравилась всё 
7421	fd215befa9caf49bf2981c6764b08af0	Хороший водитель 
7422	d627a9d74ad028ac42c53418a5441f98	Водитель уехал без нас, а требует списания с карты. Мы сильно не успели, в квартиру, чтобы потом уехать в аэропорт. Мы опоздали на рейс из за водителя. Прошу вернуть средства и дополнительный бонус.
7423	c0e8f37cc22eb63cf55fed197ff3f680	Красивый водитель 
7424	66d4bc29ac2e3f8c33e0272f9b17e67d	Отвратительный Водитель хам! Больше никогда не буду пользоваться вашим такси. Всегда что-то идёт не так!
7425	454760ac1263d754c252143bc87b8ccd	Впервые встречаю такое отношение 
7426	befbd316f21ddfe196f8757337e8facf	Подъехал не туда. Просто встал не там и не обозначил в приложении что подъехал 
7427	487b951849a2f75e5bf8cbfe86895ee0	Очень медленно едет 
7428	92792d13f5b91f29fad815969d54e58d	Водитель не приехал, уехал в другую сторону, поставил что заказ забрал. После сообщения в чате поставил что выполнил заказ
7429	e1ef01e2afeec4498ef3eafc0e34d8d9	Отличный водитель! Вежливый, хорошо ориентируется. Комфортная поездка.
7430	9b025e4579e2010400399219e75299ff	У водителя небыло сдачи из за этого я опоздал на работу и меня оштрафовали 
7431	73c4bfd1c0cc757127080f1ab3d66a36	остановил не там пришлось идти пешком
7432	612ab746f4bb7b05dd458a6d9b17a991	Спасибо вам за хорошую поездку. 
7433	a93ce6b6a63026beeaba053ed016e451	Я пока очень доволен вашей фирмой! Держите марку. Быстрое прибытие по адресу, умеренные цены, возможность оплачивать поездки картой. Обещаю и впредь пользоваться услугами вашей компании.
7434	2c2d6b339d6caeb706fc71f4f8ef98b0	Лучший воодитель с которым я ездила. Приятная беседа,чистая машина. Спасибо 
7435	e0d8336fcba6892362d3817a4580a0ed	Аккуратный водитель, приятная поездка
7436	7ae3d143924411a0944c560939ab424a	Специалист просто супер. И замечательный человек.
7437	53791e5624eb4a52a6e19af30f1d4d5e	Быстрая подача машины
7438	0e1b671d99e7bc11954003b084b7a340	Все хорошо, спасибо.
7439	a9a7ac4092dba0639b058a888582b899	У меня нет претензий к водителю, но ребята, ваши цены сегодня - просто край!
7440	8e8b8a72092f5f073641b917ba80bdee	отличный  водитель 
7441	0520ae45224ac6c0825029652ddad99f	хамоватый водитель, чавкал и окрызался, выкидывал фантики в окно, резко и дергано вел машину - это всё точно не комфорт
7442	1a2cb5d698239085aee920886220bdf4	Все понравилось 
7443	a91fc8aa9075cbaef90c16df55ecee2f	Хамло, а не водитель...
7444	07e17732f16e09267b9445f0e6faa4d1	супер водитель!!!!
7445	a702384f3b3379ad32fe11fef615683d	Слишком долго ехал водитель
7446	7aa46740643401b338468b66f2621c16	В машине неприятный запах
7447	c51a3ced06b6d2ae922a2cf94f57ea85	Всё ок 
7448	6232887aeed50f2f905c1f44af3e6af0	Водитель тормознутый, не понимает как пользоваться приложением 
7449	82c9d70503136e3a9b0c456d4e4c4f33	отличный добрый водитель;) 
7450	a23093566f5ea7629d06b860eacce998	Большое спасибо за поездку! Хорошего дня! 
7451	15270e24aede939fd2eddc31acfdc6b3	единственное, что получилось не совсем комфортно, то, что мы застряли в снегу, и минут 10 не могли выбраться:( пришлось меня направление, чтобы быстрее доехать до метро, но в цели поездка понравилась 
7452	9a9a8697cfe1ba0425b3f89e70f6ea9d	Столько комплиментов я не получала за всю свою жизнь) приятный водитель, чистая машина, комфортная поезда гарантирована. 
7453	45c04e30438f68746234ed83aaa38196	Хороший водитель 
7454	8f5c5d3323bd8d9b21eae9d12224700b	Было холодно 
7455	37bfe715890c2fcc58bb130d490aa577	Водитель всю дорогу разговаривал 
7456	99b2a1737f1f13aaf8cd46b44a67deff	Не успеваешь нормально выйти из машины,этот «одарённый» начинает уезжать.
7457	6109e334896bb4d099b69171ca29851d	Водитель включил платное ожидание, не доехав до оговоренного места назначения.
7458	39744f72729f7243dd2e755373a7fada	Спасибо 
7459	595369c4afdc97c884066807351b387d	Приехал забирать товар не к подъезду а сбоку дома, ждали у подъезда, из за этого пришлось платить за простой. Нужно сначала подъехать к подъезду а потом ставить прибытие!
7460	9eefc691e7da4ffb0e8e60253fa978b6	водитель взял больше чем требовалась не выпускал с машины ожидание не отключал хочу поговорить с администрацией
7461	502888ac31bd3e0869c5849f05b9a866	без маски и кашлял, плюс ехали с открытым окном все время, по трешке великолепные запахи даже через маску
7462	dcf0ef2e80d3658aece7c6ba3b359e01	Я успела на самолёт ?
7463	2d93e479da9da388ae5c1f0e46874286	Рано включал, что приехал и сняли за ожидание денег 
7464	7331582f5f4c95442b79ef3ea4e1e2dc	Спасибо за поездку
7465	220ceccb48e93830d6fb1b832d1b2354	Отлично
7466	e5eb64246e7dd30ad848a5e996ddaa49	Водитель не доехал до указанного адреса. Остановился далеко от указанной точки, заставив нас искать и оплачивать ожидание.  На замечание ответил
7467	0ab1c674be9b66bfba4cdd95ef4d8bf9	Классный водитель ?
7468	ba9ba836bc31e58544bd06e3cd38fe87	i have 300 rubs change but it didnt come in to my account/number. please can you ask the driver to send me again on my number +79055099340
7469	32fd1d334557e047ccbb509adaa17db4	Дорого?
7470	26a418fc276c745e0d664e0a01564055	Плохо говорит и не понимает русский язык, приехал по неправильному адресу
7471	807dcbc37ce00bff5249973bd74cd5c4	Молодец проффи
7472	b36e3b1b8bbef5bbdcbfeb30cace2e9b	Очень милый водитель ?
7473	7cbceb2a30be724febf6e28b24e8562e	огромное спасибо все очень хорошо с самого начала
7474	90ffbf1d83adcd1aa2a7a169974dd0ee	очень болтливый, вежливо пыталась обьяснить, что не готова к разговору но меня он не хотел меня слышать. Пришлось вести диалог. В разговоре проболталась, что являюсь сотрудником полиции , и началось...Сначала по доброму просил для дочке 7 ми лет сделать отпечатки и какую то справку, ему ехать , где делают , видите ли далеко, а тут я появилась , подьедет ко мне на работу чтоб
7475	9ff7487ef6eda53f6cbc47bf117fea3b	очень приятный водитель ?
7476	1a9ca9eb5bdda5f76b0f942579a8073d	Цена!
7477	cfb94ccd88426bf086e750345f2d789a	Очень вежливый водитель! Комфортное вождение. Но безумно грязный салон, будто его оттоптали вдоль и поперёк, было не очень приятно там сидеть.
7478	9f5d5a69f7e966c576cadc0d1443bba8	Очень приятный водитель. Довёз даже ближе к месту, чем я просила, не попросив взамен доплаты. Спасибо огромное!
7479	07e9af750d53be4c2f47da4216f21b79	Все супер
7480	fd4858ec0b07812745881a9cc676f25d	И водитель без маски, и состояние машины, и поведение водителя,всё не понравилось 
7481	6233a563dfcd0885faee05852e90f89e	Водитель ругался из-за того, что я был с багажом 
7482	f6018dfb38d0661222fb669ddceeb003	чистый
7483	a93ce6b6a63026beeaba053ed016e451	Побольше таких водителей ??
7484	6802ddc2970f17511c9f5fbf7229b3e1	водитель не нашел нас по геопозиции, ждали дольше заявленного. 
7485	f9b292626c11d82530bcb419311f1dc5	В моём такси уехал другой человек.
7486	0edcea14275b183e18fd0c8491c11071	Почему сняли деньги за платное ожидание, если таксист стоял не там где положено, и мы его ждали!!!???
7487	b109c09f81f8cb80706789457e9052ca	Настоящий профессионал своего дела.Езда с таким водителем одно удовольствие !
7488	e9b067db8e0cb836604c29d3a9254698	Остановился не во дворах,а на дороге (на Заповедной улице, напротив ледового дворца, на проезжей части, на автобусной остановке), пока я к нему по сугробам дошла уже набежало 24 руб за платное ожидание. Спрашивается - за что?
7489	64a3fd635f211772e3a06cc5392ae7e0	идеальный водитель
7490	f1e375dc07454715510a70fa8c35c0bb	Зачем кнопка подъехать ближе. Если водитель уезжает за 200 м от места подачи?????? Хотя место для парковки было
7491	1108f551e298e8abe102d13ebcace35a	Очень хороший водитель, дружелюбный, отзывчивый, приятно общение
7492	7c68c8debe53232ae53d8dbe5478f5ad	спасибо большое. 
7493	7bc60aa543f8f2d2ecf29350edea989e	Дорого пмздец 
7494	1d198b0c3fe308b9f7023dd50a80532a	Водитель высадил меня в 500м от точки окончания маршрута. Не поехал дальше 
7495	ba223af6bc52e6f2be8f62b8e97a5d15	Добрый день.
7496	74496cf2feb776e3d02376f49ac1618e	Стоял через дом от точки подачи
7497	f03a873684157935e99126155a9a533a	Водитель на протяжении всей поездки звонил и разговаривал по видеосвязи с друзьями, один раз проехал на красный свет светофора, несколько раз экстренно тормозил и ругался бранными словами. В результате чего, в один из таких моментов я ударился правой рукой, пытаясь упереться.
7498	c5fb291168649198b1462241311a11f4	Дрифтит шо ******
7499	63d85992785b6a278d3b7e9599b980df	Хороший водитель 
7500	c66e42d6bb0ad6057621889d9c2c6087	Отличный водитель !
7501	2c2d6b339d6caeb706fc71f4f8ef98b0	Комфортное вождение и приятное общение
7502	e84a936476400bfc11d5d20e64b33831	Цена завышена раза в 3
7503	1a34efa7929880f95bd5ef4760e89b75	Лучший водитель 
7504	0a59e04844cdf4c18fa5b7bb77c7b260	Приехал максимально точно к центральному входу
7505	9da1e8dfaa58f333daeb564fdfdae49f	Очень приветливый и хороший водитель! Рекомендую!
7506	6f938625ca96a9a6f9f4dde6cc7cd3ad	Стоимость изменилась больше чем на 500р, при добавления адреса стоимость увеличилась на 100р
7507	ba223af6bc52e6f2be8f62b8e97a5d15	отличный водитель 
7508	5bafd7025f41651e1b4462f94d7461ab	Водитель указал, что на месте подачи раньше того как приехал. В итоге финальная стоимость оказалась выше положенного. 
7509	b9a585a6e4bd35ebdb0294c19a8b3378	комфортная поездка ??
7510	ecf68edaccb19279e3eb09a959010c05	Я вышла во время, то что ваш водитель долго нажимал на кнопку, чтобы поехать ,вышло+ 10 р, и если это у вас всегда чтоб люди платили больше, и развод. То это ужасное такси 
7511	8a9526aa1fc0dbc37f46033a00cf3c11	Отличный водитель
7512	8c90f596ee27b65ece77802a0da02809	Салам самирин цолдашыды нарахат еден +7 (916) 618-91-91 бу номрейе зенг един
7513	58365c5e778d40b22513bfd5be886753	???
7514	bc5b1f74f3231f4cef6fb7e451ef99f9	Спасибо большое
7515	b3dea82cca94a0f0dd405dac209b025a	остановил на дороге
7516	2c34401ca2dc9c2a8e6ad0b75ea89a70	Вежливый водитель
7517	2f4246e0b9cdd26d9d9a7982b1039d2f	аккуратное вождение, оссобенно в условиях заснеженного города
7518	5da65385728f9cb891e509a3d5833c0b	Всю дорогу водитель общался по видеосвязи по-узбекски. Ехал много раз по полосе встречного движения, управлял 1 рукой. На пересечении Островмтянова и Академика Капицы на ВСТРЕЧКЕ ТУПО ЗАСТРЯЛ. После выезда из сугроба выехал на встречку на пересечении Профсоюзной и Капицы. Все время спокойно обшался по видео, одним глазом смотря на дорогу
7519	b26efbf2ad85434be492c83899fcde0c	отличительная особенность вашего сервиса - водители принимают заказ и стоят ждут. неужели нельзя приехать пораньше...
7520	e6de5074a4819bd63306c2bd6380d5e9	Очень хороший водитель 
7521	0a9aafacf2231ba680487c1d885eed26	Всё на высшем уровне!
7522	91fce4023edb03a588932aba4c076f24	Вежливый водитель, хорошо аккуратно ездиет.
7523	287fd4172d128d6b4edb53fba69747f8	запах табака в салоне
7524	51ff93f51a9cfbd8801ef9003a03e04e	Водитель не сообщил о том, что не может подъехать к подъезду. При этом отметил прибытие автомобиля на место. Пока нашел автомобиль, добавилась минута платного ожидания. 
7525	142e26fd2ccf709d3cc145911c6d18b9	Очень дорого!!! Ехать минуя пробки 
7526	aabf909b1f68a8626082684d1a2d28c3	Водитель нажал на месте до въезда во двор, соответсвенно ожидание было платное, когда он подъехал к дому
7527	634187a8b635180133579a3c90d24483	долго
7528	8e0f3a98cd2072793c6f7056f4d4dbfb	Водитель не приехал к точке заказа и снял деньги за ожидание.
7529	ca2d7779f80a8b465dbcb4222d93e15d	Спасибо!
7530	f00aa200ef49f14dbabc332d5ab7ec44	Водитель потребовал доплатить за то, что в багажник поставили большую сумки. 130₽ наличными. В противном случае откатывался везти.
7531	5eb44e7e375f006e4e27356056ecebfb	Плюсом к обозначенным причинам - водитель так и не подъехал к месту назначения, пришлось его искать 
7532	6095d5bd0a6245990f3c8f5e7bdbf713	водитель не доехал до точки, поэтому шла пешком 6мин, а тут еще и денег за это сняли, ужас(
7533	640a6cbdf90ee503a4b7f0ba72baca0a	В машине ужасно пахло потом и человеком, который не мылся пару дней.
7534	4860ebb582daf8c2574cecc81c58e002	Не аккуратно вождение-не притормаживает на лежач. полицейских и не использует ремень безопасности 
7535	b36ab57f0dee305bc277d4b40f308718	Очень крутой Водитель !спасибо за поездку !
7536	7a69848fa16ec807a55560668fa606f8	Водитель привёз с другой стороны здания к шлагбауму. И объехать отказался. Пришлось самой обходить минут 10
7537	0e90c4b3b4a32a75d1da370950185e1e	Спасибо 
7538	7983c426b1cd9485e8636422be4aeb60	Водитель приехал на другую точку, отметил, что «машина подана». Я позвонила ему и оказалось, что он около другого строения находится и сейчас подъедет! Проходит время - тишина, я перезваниваю - он стоит на месте - не мог выехать оттуда, потому что «я не знаю как, тут двор»!!!! Мало того, что мне пришлось самой идти туда, откуда он «не могу выехать» - я ещё и заплатила за ожи
7539	411a0ac3c41d272f1cda70fef294555a	Очень приятный интеллигентный водитель.  молодец.
7540	d213f915e174f4a8418e3e1255a1c399	Водитель приехал не по адресу и выставил 9 минут ожидания, будучи еще в пути к месту назначения 
7541	30b76838fe954b2a424a9b9bb3432434	Проехал мимо точки которую указал где я нахожусь 
7542	8aeca8aeb576781c47cb4eaba8289a1d	очень долго ехала машина. при обещанной ожидании в 8 минут, на самом деле пришла через 24 минуты. и никакого вразумительного объяснения от водителя не было. 
7543	3c5d60bcc6f1037ba7c88a0742cd650c	Не открывать окно на всю поездку. Возможно проветривал, но было холодно 
7544	d186e4727d13aea1b77e2e00bb001c3c	Навязчивая и неинтересная беседа. 
7545	1781c590b3a04ef77f2f6ccb5f24a41c	Водитель два раза ошибся на развязках, время ожидания увеличилось на 10 минут, время поездки увеличилось ещё на 10 минут 
7546	d214a29a63d58cdec9bbffd1f110a4df	Отличный водитель!
7547	360488e7160084d8565199124cddaaaa	Научите водителей клиентоориентированности! Надоели хамы! Всегда заказываю комфорт, отношение как к скоту 
7548	ffd2e843ead8292adc25f0d7fe8b6bc6	Грубиян
7549	79f4f8862f3548b3051b0b49916252f0	Водитель общался по телефону 
7550	d0bca1f8e9ec9e9256f6aeaa022d4529	Водитель ждал не в точке, а с другой стороны дома. С погодой не связано, дороги у дома почищены. Платить за ожидание не собираюсь. 
7551	62306203d473a0e97354a84b3a4e9ed5	Вкусные конфеты !
7552	574cb87f466be860e0408a70ac330b92	Требую возврат денег! Хотя бы часть! Ужасная поездка была, все ПДД были нарушены. Изначально, когда вышла из дома (не опоздала), на меня наорал водитель, мол «нужно смотреть прежде, чем заказываешь такси. Я не должен из-за вас тут крутиться!». Извините, но это его работа. И такси я заказала, на очищенную от снега, дорогу, чтобы ему было удобно заехать и выехать! 
7553	237ecd8cdbe3916ea0d2fce9b306e25f	ЭТО ПРОСТО УЖАС!!!
7554	911dcf90c5fc982a00f0777a82a9e64a	Водитель предложил пройтись пешком до места назначения, не доехав около 600 м, объяснив это тем, что во дворе лежит снег, и он не проедет, хотя все остальные машины передвигались без проблем, в том числе и такси, на отказ ответил ультиматумом
7555	f1ccc74c46bbc0b4c6ca8116d6367c03	печка не работала в машине. вентилятор только работал. дул прохладным воздухом. вся замерзла.
7556	1ebf0cb2b14f047d36a286c4d2b56583	Очень приятное обслуживание, спасибо ) 
7557	57c265a709808bc619ed1494c6002405	Водитель остановился не у того корпуса , взял плату за ожидание (
7558	282618ec1a5221a98a5184d68c3265e2	Отлично!!!
7559	aaf2c05d51df2cea0a2703e3ce1106d8	Побольше бы таких водителей! 
7560	3468e134571113bbaef8f9352b6e7258	водителю огромное спасибо!!
7561	9b56435264e4490c3dbe36bd448b6450	В машине очень плохой запах и очень грубый водитель 
7562	45c04e30438f68746234ed83aaa38196	Уже второй водитель долго ехал и постоянно поворачивал не туда
7563	73de63cd12c4bac648f0d9927ba7ca32	25 минут ожидал, и всё это время писал, что 1 минута. Успел выйти-замерзнуть 15 минут в минус 15, и вернутся домой. Оказалось выполнял заказ другого агрегатора. Вывод - недоволен !!!
